Id,DienTich,ViTri,SoPhongNgu,SoWC,SoTang,Gia,KinhDo,ViDo,Image
2871,62,Ba Đình,1,1,2,53146,105.921552,21.007279,anh92.jpg
2872,181,Ba Đình,4,3,5,145893,105.787741,21.002277,anh94.jpg
2873,196,Tây Hồ,6,1,2,220687,105.811325,21.033313,anh72.jpg
2874,221,Hai Bà Trưng,5,2,3,194974,105.921406,21.012069,anh44.jpg
2875,300,Tây Hồ,4,4,5,358364,105.840063,21.024144,anh93.jpg
2876,140,Ba Đình,4,2,2,122089,105.775175,21.015946,anh62.jpg
2877,76,Cầu Giấy,6,4,2,76594,105.754132,21.035854,anh11.jpg
2878,383,Cầu Giấy,3,4,1,370827,105.849777,21.015669,anh40.jpg
2879,185,Hoàn Kiếm,4,4,1,178622,105.780013,21.04177,anh15.jpg
2880,211,Hoàn Kiếm,5,3,5,188640,105.845532,21.003003,anh82.jpg
2881,296,Hai Bà Trưng,5,1,1,318610,105.858357,20.981361,anh100.jpg
2882,35,Hoàn Kiếm,6,1,1,41101,105.911416,21.049373,anh32.jpg
2883,83,Thanh Xuân,2,4,2,72143,105.923533,20.985998,anh53.jpg
2884,50,Hoàn Kiếm,3,2,1,50770,105.814526,20.982447,anh95.jpg
2885,51,Hoàn Kiếm,3,4,1,51230,105.847054,21.042339,anh8.jpg
2886,277,Thanh Xuân,2,1,5,324562,105.940023,21.00468,anh42.jpg
2887,159,Thanh Xuân,4,1,5,158893,105.776863,21.016258,anh8.jpg
2888,58,Hai Bà Trưng,3,2,4,66292,105.76505,21.007345,anh11.jpg
2889,296,Hoàn Kiếm,1,4,2,319564,105.873266,20.99507,anh58.jpg
2890,174,Ba Đình,3,3,4,149028,105.80656,21.010119,anh98.jpg
2891,192,Hai Bà Trưng,5,3,2,200962,105.903988,21.005569,anh40.jpg
2892,269,Ba Đình,5,4,3,306414,105.767977,21.001711,anh47.jpg
2893,255,Long Biên,5,4,5,227761,105.837106,21.042604,anh82.jpg
2894,120,Tây Hồ,3,2,3,141413,105.895068,21.034247,anh31.jpg
2895,94,Thanh Xuân,2,3,4,78615,105.866711,21.009484,anh8.jpg
2896,166,Ba Đình,5,2,3,165679,105.783885,20.986654,anh32.jpg
2897,135,Thanh Xuân,4,3,3,137422,105.771305,21.027288,anh20.jpg
2898,281,Cầu Giấy,5,4,4,294133,105.837863,20.990917,anh83.jpg
2899,39,Hoàn Kiếm,4,2,3,31644,105.811451,21.027098,anh55.jpg
2900,300,Hai Bà Trưng,4,4,1,243687,105.829123,21.013604,anh77.jpg
2901,245,Tây Hồ,2,1,3,292767,105.941097,20.98993,anh24.jpg
2902,111,Long Biên,3,3,4,90486,105.84082,20.983131,anh63.jpg
2903,117,Long Biên,6,2,5,115615,105.937538,21.04081,anh29.jpg
2904,40,Tây Hồ,1,1,4,33683,105.947088,20.994747,anh56.jpg
2905,35,Tây Hồ,1,1,3,30452,105.935872,21.044313,anh85.jpg
2906,243,Cầu Giấy,4,1,1,241572,105.766611,21.037374,anh67.jpg
2907,288,Tây Hồ,2,1,5,275384,105.855877,21.020622,anh45.jpg
2908,89,Thanh Xuân,5,4,3,100398,105.76504,20.991185,anh97.jpg
2909,373,Thanh Xuân,3,1,1,444434,105.763538,21.030947,anh34.jpg
2910,137,Long Biên,2,3,2,155489,105.921599,21.007565,anh77.jpg
2911,171,Đống Đa,2,1,4,140019,105.851996,21.031371,anh70.jpg
2912,400,Ba Đình,1,3,1,370109,105.841312,21.039051,anh35.jpg
2913,218,Hai Bà Trưng,2,4,5,192807,105.770181,20.988096,anh30.jpg
2914,208,Cầu Giấy,4,1,1,193470,105.799042,21.009708,anh60.jpg
2915,72,Đống Đa,3,1,4,65755,105.905229,21.013287,anh94.jpg
2916,71,Ba Đình,6,3,3,68802,105.889268,20.996492,anh24.jpg
2917,58,Thanh Xuân,2,3,4,47199,105.821114,21.020096,anh53.jpg
2918,60,Tây Hồ,2,2,4,59039,105.893544,21.008543,anh21.jpg
2919,216,Hoàn Kiếm,3,2,3,175076,105.784623,20.992906,anh20.jpg
2920,76,Hai Bà Trưng,6,1,4,84597,105.874964,21.022758,anh13.jpg
2921,128,Đống Đa,6,3,5,130861,105.867214,21.017512,anh57.jpg
2922,343,Thanh Xuân,4,3,4,371615,105.804324,20.99471,anh24.jpg
2923,172,Đống Đa,2,1,2,144507,105.758128,21.00106,anh58.jpg
2924,346,Hoàn Kiếm,3,2,3,395867,105.804785,20.987512,anh57.jpg
2925,116,Cầu Giấy,3,4,3,113938,105.883871,21.039281,anh65.jpg
2926,389,Đống Đa,3,4,4,412750,105.892761,21.009916,anh36.jpg
2927,207,Hoàn Kiếm,3,4,2,238866,105.751304,21.019626,anh2.jpg
2928,278,Hoàn Kiếm,4,3,1,325963,105.838308,21.023068,anh66.jpg
2929,268,Thanh Xuân,2,1,2,316781,105.779891,21.008479,anh94.jpg
2930,226,Cầu Giấy,6,4,1,269005,105.796966,21.030279,anh14.jpg
2931,276,Hai Bà Trưng,3,3,3,296132,105.874587,21.048164,anh10.jpg
2932,264,Cầu Giấy,1,3,3,271521,105.768355,20.996744,anh55.jpg
2933,188,Hoàn Kiếm,3,3,1,204537,105.800918,21.001167,anh73.jpg
2934,134,Tây Hồ,6,4,5,114371,105.912963,20.99339,anh39.jpg
2935,280,Đống Đa,3,2,1,258990,105.836167,21.002183,anh1.jpg
2936,365,Cầu Giấy,2,2,3,359751,105.947979,20.989645,anh11.jpg
2937,234,Tây Hồ,2,2,4,242853,105.892005,20.986488,anh8.jpg
2938,390,Ba Đình,1,3,2,430197,105.919298,21.008669,anh74.jpg
2939,309,Ba Đình,2,4,5,359488,105.75909,20.983958,anh80.jpg
2940,265,Đống Đa,4,2,3,258919,105.816557,21.03257,anh28.jpg
2941,277,Đống Đa,1,4,1,275255,105.771028,21.007462,anh92.jpg
2942,257,Hoàn Kiếm,6,3,4,294300,105.908295,21.008475,anh26.jpg
2943,73,Thanh Xuân,2,2,2,64493,105.751175,21.020152,anh96.jpg
2944,104,Đống Đa,2,1,2,94151,105.882053,20.990348,anh50.jpg
2945,331,Thanh Xuân,5,4,1,361629,105.947567,21.022923,anh72.jpg
2946,95,Ba Đình,2,2,1,94221,105.847162,20.999649,anh1.jpg
2947,326,Ba Đình,3,3,2,280019,105.916873,21.02252,anh93.jpg
2948,242,Hai Bà Trưng,3,1,4,275797,105.750687,21.016866,anh45.jpg
2949,59,Đống Đa,1,1,4,62348,105.859907,21.003949,anh61.jpg
2950,248,Đống Đa,2,1,3,237727,105.8264,20.998274,anh57.jpg
2951,396,Hai Bà Trưng,6,3,1,335468,105.877052,21.010606,anh36.jpg
2952,89,Ba Đình,4,1,1,72846,105.763211,21.010224,anh49.jpg
2953,126,Cầu Giấy,5,2,1,138677,105.868757,20.985552,anh54.jpg
2954,119,Hai Bà Trưng,3,2,2,110987,105.889037,20.988599,anh21.jpg
2955,177,Đống Đa,5,3,2,198518,105.944042,21.040697,anh81.jpg
2956,290,Hoàn Kiếm,4,4,3,325187,105.812714,21.045062,anh63.jpg
2957,170,Thanh Xuân,1,1,5,144640,105.83612,21.027427,anh15.jpg
2958,108,Tây Hồ,4,2,2,107379,105.85787,21.02841,anh91.jpg
2959,171,Hai Bà Trưng,1,1,3,157945,105.854909,21.022001,anh27.jpg
2960,95,Ba Đình,5,4,5,86433,105.816391,20.992408,anh74.jpg
2961,372,Thanh Xuân,3,2,4,428349,105.892,21.008934,anh76.jpg
2962,247,Ba Đình,4,1,2,269836,105.887291,21.019665,anh12.jpg
2963,111,Thanh Xuân,1,2,1,108186,105.85884,21.012867,anh51.jpg
2964,37,Thanh Xuân,3,3,5,42858,105.755396,20.991671,anh92.jpg
2965,355,Ba Đình,3,3,1,375126,105.893419,21.004419,anh19.jpg
2966,358,Đống Đa,3,3,4,402635,105.891119,21.004391,anh3.jpg
2967,45,Hai Bà Trưng,4,1,3,50646,105.819419,21.036212,anh68.jpg
2968,318,Hoàn Kiếm,4,4,4,299579,105.874137,20.995999,anh97.jpg
2969,76,Hai Bà Trưng,5,1,5,84542,105.926798,20.988487,anh13.jpg
2970,393,Cầu Giấy,1,1,1,346108,105.833755,21.027045,anh48.jpg
2971,382,Ba Đình,3,1,4,351134,105.766483,20.982335,anh69.jpg
2972,266,Hai Bà Trưng,5,1,1,237450,105.818474,21.005712,anh100.jpg
2973,127,Long Biên,4,1,1,105500,105.8934,21.000786,anh96.jpg
2974,208,Ba Đình,4,3,5,182788,105.782092,21.002547,anh92.jpg
2975,253,Cầu Giấy,3,3,2,211359,105.796697,20.997797,anh65.jpg
2976,286,Thanh Xuân,1,2,4,284269,105.817658,20.987911,anh37.jpg
2977,221,Hoàn Kiếm,1,2,2,209673,105.834351,20.992419,anh1.jpg
2978,58,Long Biên,5,2,1,61801,105.773111,20.996951,anh88.jpg
2979,144,Cầu Giấy,5,1,4,168584,105.943869,21.024583,anh85.jpg
2980,117,Đống Đa,1,4,5,94050,105.807661,21.010631,anh89.jpg
2981,228,Ba Đình,4,1,4,272115,105.947312,21.00265,anh54.jpg
2982,290,Tây Hồ,6,3,5,234409,105.941345,21.0119,anh32.jpg
2983,262,Cầu Giấy,6,1,2,277769,105.860808,21.043313,anh49.jpg
2984,148,Ba Đình,4,1,1,164922,105.935703,20.990547,anh48.jpg
2985,112,Hoàn Kiếm,5,3,1,126320,105.818413,21.025548,anh16.jpg
2986,132,Đống Đa,4,2,1,135737,105.935886,21.017065,anh57.jpg
2987,116,Đống Đa,4,4,1,106722,105.898571,20.997579,anh92.jpg
2988,270,Long Biên,3,1,1,291492,105.806111,21.043035,anh41.jpg
2989,390,Hai Bà Trưng,1,3,1,313954,105.80235,20.986332,anh5.jpg
2990,339,Tây Hồ,3,4,5,399707,105.842301,21.030269,anh53.jpg
2991,73,Cầu Giấy,2,1,5,82725,105.837069,21.021278,anh25.jpg
2992,253,Đống Đa,6,3,1,255151,105.778523,21.049791,anh67.jpg
2993,383,Long Biên,1,4,1,351884,105.904086,21.039693,anh63.jpg
2994,240,Tây Hồ,4,4,3,205440,105.939949,21.028181,anh25.jpg
2995,338,Cầu Giấy,3,2,1,398884,105.781291,21.040146,anh16.jpg
2996,34,Đống Đa,4,2,3,31998,105.764135,20.997193,anh15.jpg
2997,232,Long Biên,4,4,2,217586,105.902536,20.994137,anh91.jpg
2998,201,Hoàn Kiếm,6,2,3,167648,105.788153,21.0162,anh94.jpg
2999,233,Ba Đình,1,3,4,240769,105.75638,20.988837,anh10.jpg
3000,386,Long Biên,3,4,5,369155,105.924131,21.039819,anh42.jpg
3001,387,Hai Bà Trưng,2,3,4,429676,105.765871,20.994668,anh10.jpg
3002,182,Cầu Giấy,6,4,4,212315,105.825291,21.035211,anh83.jpg
3003,68,Đống Đa,3,4,4,76334,105.938854,20.991494,anh99.jpg
3004,264,Hoàn Kiếm,2,4,2,218475,105.795746,21.03983,anh73.jpg
3005,278,Đống Đa,4,2,2,259577,105.799896,21.009207,anh55.jpg
3006,178,Thanh Xuân,3,2,4,210811,105.880368,21.022993,anh29.jpg
3007,35,Thanh Xuân,6,4,1,36435,105.880287,21.034702,anh38.jpg
3008,36,Tây Hồ,2,4,5,41278,105.916186,21.001136,anh47.jpg
3009,104,Ba Đình,4,3,2,85287,105.758331,21.036053,anh73.jpg
3010,367,Đống Đa,4,4,1,404569,105.769312,20.995462,anh34.jpg
3011,359,Cầu Giấy,4,2,5,426728,105.755652,21.022603,anh18.jpg
3012,218,Ba Đình,3,4,5,219179,105.824542,21.000433,anh52.jpg
3013,326,Hoàn Kiếm,4,2,3,369272,105.828548,21.003142,anh22.jpg
3014,386,Hai Bà Trưng,6,4,5,409057,105.823949,20.998635,anh74.jpg
3015,393,Đống Đa,1,3,2,469728,105.762334,20.992012,anh26.jpg
3016,254,Ba Đình,5,3,5,288715,105.937256,21.027661,anh94.jpg
3017,192,Đống Đa,6,4,3,224703,105.941493,20.995182,anh24.jpg
3018,217,Đống Đa,1,2,4,204280,105.752944,21.003005,anh27.jpg
3019,48,Đống Đa,1,4,1,39955,105.819425,21.028959,anh58.jpg
3020,111,Long Biên,1,4,3,119711,105.785942,20.991133,anh69.jpg
3021,89,Long Biên,4,4,2,101381,105.800434,21.030086,anh67.jpg
3022,211,Hoàn Kiếm,6,2,2,238487,105.914887,20.997836,anh15.jpg
3023,236,Đống Đa,2,1,2,213266,105.81898,21.013118,anh52.jpg
3024,312,Hoàn Kiếm,5,1,4,307449,105.889695,21.017129,anh51.jpg
3025,399,Hai Bà Trưng,1,3,3,371121,105.814691,21.003016,anh3.jpg
3026,176,Hoàn Kiếm,5,1,4,192358,105.825124,21.015834,anh87.jpg
3027,261,Tây Hồ,2,2,4,242675,105.858196,21.00885,anh5.jpg
3028,336,Hoàn Kiếm,3,1,4,299181,105.845046,20.988785,anh64.jpg
3029,371,Đống Đa,1,3,1,337043,105.841418,21.002103,anh27.jpg
3030,393,Ba Đình,4,2,2,460920,105.773365,20.980239,anh79.jpg
3031,237,Tây Hồ,6,3,1,246152,105.813853,20.996245,anh97.jpg
3032,263,Đống Đa,2,2,3,222907,105.754971,21.021565,anh13.jpg
3033,223,Cầu Giấy,3,3,5,220843,105.938453,21.00184,anh35.jpg
3034,109,Hai Bà Trưng,1,4,4,93100,105.809619,20.990195,anh9.jpg
3035,42,Hai Bà Trưng,4,3,4,35387,105.754152,21.02105,anh52.jpg
3036,297,Hai Bà Trưng,6,1,2,280437,105.93938,21.045948,anh71.jpg
3037,153,Thanh Xuân,6,3,2,159180,105.764701,21.018894,anh7.jpg
3038,65,Ba Đình,5,3,3,64527,105.784002,20.98342,anh72.jpg
3039,68,Cầu Giấy,2,4,5,66689,105.904463,21.03814,anh58.jpg
3040,241,Đống Đa,5,2,1,263223,105.949926,21.00182,anh88.jpg
3041,382,Hoàn Kiếm,5,4,5,413992,105.806136,20.992314,anh97.jpg
3042,52,Thanh Xuân,6,1,4,47302,105.809962,21.032272,anh96.jpg
3043,294,Ba Đình,6,1,4,335340,105.901189,21.028131,anh81.jpg
3044,85,Cầu Giấy,4,1,3,89648,105.785814,20.995105,anh22.jpg
3045,177,Hai Bà Trưng,2,2,4,194603,105.880097,21.027797,anh18.jpg
3046,116,Long Biên,3,1,5,126771,105.864909,20.99333,anh6.jpg
3047,141,Ba Đình,6,2,3,168412,105.872804,21.01646,anh63.jpg
3048,271,Long Biên,3,2,4,246859,105.905951,20.988244,anh90.jpg
3049,154,Thanh Xuân,4,1,1,172540,105.927833,20.985213,anh83.jpg
3050,269,Thanh Xuân,2,1,3,256677,105.775817,21.031025,anh1.jpg
3051,399,Thanh Xuân,6,2,4,455535,105.766816,20.99514,anh71.jpg
3052,321,Đống Đa,1,3,2,304033,105.811493,21.004812,anh19.jpg
3053,379,Hai Bà Trưng,6,3,5,380947,105.805209,20.997254,anh66.jpg
3054,51,Cầu Giấy,6,3,1,43758,105.799554,21.029676,anh93.jpg
3055,287,Cầu Giấy,5,4,1,271618,105.752107,21.019317,anh41.jpg
3056,143,Hoàn Kiếm,4,3,1,167489,105.848344,20.980819,anh51.jpg
3057,244,Thanh Xuân,3,3,4,238996,105.791907,20.986332,anh34.jpg
3058,307,Tây Hồ,3,1,3,271496,105.83621,21.009073,anh2.jpg
3059,393,Thanh Xuân,1,4,2,433156,105.906094,21.045791,anh10.jpg
3060,234,Ba Đình,6,3,4,264573,105.779026,20.988194,anh22.jpg
3061,225,Thanh Xuân,5,3,3,189517,105.765356,20.983021,anh23.jpg
3062,260,Hai Bà Trưng,6,4,2,304038,105.785751,21.006691,anh44.jpg
3063,90,Tây Hồ,1,2,4,94493,105.820042,20.990947,anh74.jpg
3064,207,Ba Đình,5,2,5,224482,105.94634,21.046392,anh61.jpg
3065,97,Cầu Giấy,4,4,2,94177,105.859098,21.029036,anh75.jpg
3066,218,Hoàn Kiếm,3,1,2,239056,105.896058,20.982342,anh10.jpg
3067,113,Đống Đa,1,2,2,121678,105.945372,20.997466,anh79.jpg
3068,353,Hai Bà Trưng,3,2,5,300299,105.787743,21.036099,anh61.jpg
3069,307,Ba Đình,2,3,3,268324,105.949021,20.994082,anh52.jpg
3070,223,Cầu Giấy,4,2,4,202009,105.903266,21.04622,anh68.jpg
3071,218,Long Biên,1,2,2,201325,105.914002,21.026777,anh20.jpg
3072,123,Cầu Giấy,4,1,1,139412,105.928152,21.02201,anh93.jpg
3073,254,Đống Đa,4,3,2,271790,105.885949,20.98923,anh15.jpg
3074,92,Hai Bà Trưng,4,4,3,105508,105.873218,21.007232,anh46.jpg
3075,161,Thanh Xuân,2,2,3,188468,105.814881,21.044369,anh43.jpg
3076,258,Ba Đình,6,4,4,212731,105.807315,20.995305,anh22.jpg
3077,231,Long Biên,6,4,5,243012,105.891837,20.989848,anh97.jpg
3078,233,Ba Đình,4,3,5,227686,105.813343,20.990206,anh14.jpg
3079,375,Long Biên,3,4,4,338272,105.831416,20.998471,anh64.jpg
3080,352,Ba Đình,5,3,5,400723,105.833695,20.98065,anh60.jpg
3081,253,Hai Bà Trưng,6,1,4,249807,105.880356,21.014836,anh17.jpg
3082,90,Thanh Xuân,5,1,1,84251,105.914545,21.005918,anh9.jpg
3083,259,Hoàn Kiếm,5,1,1,300666,105.768348,21.005921,anh49.jpg
3084,248,Ba Đình,6,2,3,208404,105.764158,21.009908,anh82.jpg
3085,398,Cầu Giấy,2,3,3,326757,105.774544,20.991931,anh63.jpg
3086,219,Long Biên,4,4,2,257300,105.786344,21.002931,anh40.jpg
3087,200,Ba Đình,4,1,5,163508,105.878763,21.034916,anh62.jpg
3088,281,Ba Đình,6,3,1,321174,105.913758,20.982639,anh50.jpg
3089,353,Cầu Giấy,3,3,5,314871,105.948352,21.003971,anh48.jpg
3090,46,Ba Đình,5,4,2,53852,105.893836,20.983891,anh11.jpg
3091,366,Long Biên,5,1,3,403091,105.859757,21.039793,anh22.jpg
3092,157,Tây Hồ,2,1,4,181197,105.834519,21.004445,anh71.jpg
3093,179,Đống Đa,1,2,1,164578,105.787829,21.007532,anh98.jpg
3094,356,Hoàn Kiếm,4,2,5,392311,105.905377,20.983075,anh44.jpg
3095,252,Cầu Giấy,5,3,5,261730,105.766726,21.019107,anh90.jpg
3096,79,Hoàn Kiếm,6,3,3,90011,105.905604,21.007152,anh41.jpg
3097,192,Đống Đa,6,4,1,196743,105.932334,21.039171,anh91.jpg
3098,166,Hai Bà Trưng,3,4,5,137765,105.922233,21.00017,anh51.jpg
3099,329,Đống Đa,5,2,1,273622,105.813416,21.009289,anh56.jpg
3100,346,Đống Đa,5,1,2,320329,105.886581,21.009915,anh45.jpg
3101,95,Long Biên,2,4,2,110936,105.881126,20.998711,anh92.jpg
3102,66,Hoàn Kiếm,3,4,5,78009,105.764571,20.982453,anh99.jpg
3103,334,Long Biên,6,4,2,325529,105.943734,21.006891,anh24.jpg
3104,380,Ba Đình,2,2,3,438720,105.946627,21.040367,anh20.jpg
3105,363,Tây Hồ,5,1,2,349351,105.75532,20.991413,anh19.jpg
3106,107,Hoàn Kiếm,6,3,2,100772,105.932668,21.011996,anh44.jpg
3107,56,Đống Đa,2,4,3,47493,105.854157,21.009781,anh47.jpg
3108,85,Hoàn Kiếm,6,2,4,70307,105.83912,20.989409,anh100.jpg
3109,276,Cầu Giấy,2,3,5,263372,105.824254,20.997839,anh57.jpg
3110,101,Long Biên,6,1,3,82806,105.872731,21.010011,anh25.jpg
3111,302,Cầu Giấy,5,1,5,351197,105.776,21.04075,anh90.jpg
3112,212,Cầu Giấy,3,1,4,224338,105.943553,20.998657,anh1.jpg
3113,104,Hoàn Kiếm,1,1,2,89162,105.930177,20.988314,anh23.jpg
3114,280,Thanh Xuân,4,4,4,314714,105.773312,20.98022,anh30.jpg
3115,42,Hai Bà Trưng,6,1,5,43945,105.906261,20.985318,anh28.jpg
3116,382,Ba Đình,4,3,2,417472,105.855849,21.022628,anh1.jpg
3117,320,Hoàn Kiếm,5,4,5,371357,105.864778,20.987271,anh26.jpg
3118,122,Hoàn Kiếm,1,4,1,135104,105.843348,21.008124,anh94.jpg
3119,101,Long Biên,6,3,5,83775,105.830437,21.00558,anh51.jpg
3120,79,Thanh Xuân,3,2,1,76032,105.76315,21.039704,anh67.jpg
3121,143,Hai Bà Trưng,1,3,1,151324,105.861853,21.030243,anh39.jpg
3122,188,Thanh Xuân,4,1,4,190021,105.86473,20.983852,anh14.jpg
3123,185,Tây Hồ,5,2,1,204656,105.768195,20.98687,anh7.jpg
3124,155,Hoàn Kiếm,1,1,2,172210,105.854004,21.009694,anh10.jpg
3125,203,Đống Đa,5,1,4,241421,105.861785,21.031808,anh34.jpg
3126,342,Cầu Giấy,4,1,5,361228,105.837151,20.988726,anh11.jpg
3127,296,Long Biên,2,3,1,275552,105.759268,21.043582,anh14.jpg
3128,239,Hoàn Kiếm,6,4,3,200483,105.804432,21.047633,anh43.jpg
3129,383,Long Biên,6,4,2,340264,105.921885,21.009429,anh44.jpg
3130,339,Hai Bà Trưng,1,2,4,387001,105.894719,21.009425,anh30.jpg
3131,144,Đống Đa,5,3,3,166024,105.790875,21.04382,anh68.jpg
3132,114,Long Biên,3,1,5,116201,105.920813,21.003587,anh79.jpg
3133,236,Ba Đình,3,3,5,259247,105.771275,20.983494,anh44.jpg
3134,274,Đống Đa,2,3,5,287009,105.859398,20.999458,anh66.jpg
3135,172,Hoàn Kiếm,3,4,1,183887,105.821994,21.038289,anh91.jpg
3136,147,Long Biên,5,4,3,133845,105.794597,20.986366,anh2.jpg
3137,139,Cầu Giấy,6,1,5,126088,105.930052,21.032103,anh46.jpg
3138,40,Tây Hồ,6,3,1,43350,105.822164,20.993961,anh92.jpg
3139,348,Hai Bà Trưng,5,1,2,362400,105.858502,20.999198,anh76.jpg
3140,312,Long Biên,3,1,5,311197,105.822946,20.992139,anh67.jpg
3141,247,Hai Bà Trưng,2,4,4,286266,105.870415,21.024667,anh26.jpg
3142,337,Hoàn Kiếm,2,2,3,388528,105.754171,20.983314,anh5.jpg
3143,149,Hoàn Kiếm,5,3,4,129558,105.923996,21.037453,anh95.jpg
3144,173,Hoàn Kiếm,1,3,2,189538,105.785912,21.040167,anh50.jpg
3145,148,Cầu Giấy,4,4,2,149365,105.836048,21.026914,anh51.jpg
3146,377,Tây Hồ,3,1,2,379643,105.858738,21.018439,anh91.jpg
3147,106,Đống Đa,6,2,4,89363,105.896645,21.034381,anh67.jpg
3148,306,Đống Đa,6,2,2,281180,105.888787,21.049069,anh43.jpg
3149,116,Long Biên,3,3,2,106477,105.83991,21.037919,anh97.jpg
3150,209,Cầu Giấy,6,3,4,198063,105.933995,21.00447,anh81.jpg
3151,331,Hoàn Kiếm,5,3,5,279888,105.800812,20.992347,anh49.jpg
3152,273,Cầu Giấy,2,1,1,234358,105.885328,20.982149,anh76.jpg
3153,254,Hai Bà Trưng,2,3,5,244139,105.876755,21.006651,anh85.jpg
3154,157,Hai Bà Trưng,5,2,5,138757,105.802961,20.997519,anh26.jpg
3155,163,Đống Đa,3,1,1,138275,105.913238,20.994355,anh95.jpg
3156,310,Long Biên,1,3,3,344371,105.776116,21.027561,anh4.jpg
3157,268,Thanh Xuân,1,3,3,247926,105.828661,21.013954,anh28.jpg
3158,347,Thanh Xuân,6,4,2,322936,105.896797,21.027478,anh36.jpg
3159,400,Hai Bà Trưng,2,4,2,360909,105.808499,21.031713,anh24.jpg
3160,122,Long Biên,4,1,2,142105,105.812054,20.991274,anh63.jpg
3161,316,Đống Đa,1,3,5,258120,105.817833,21.039742,anh68.jpg
3162,316,Hai Bà Trưng,1,2,1,341047,105.816223,20.993424,anh46.jpg
3163,285,Tây Hồ,4,3,2,287043,105.790409,21.028245,anh31.jpg
3164,185,Đống Đa,3,1,3,153543,105.921226,21.034835,anh21.jpg
3165,303,Ba Đình,5,2,2,315400,105.86276,21.038228,anh21.jpg
3166,65,Cầu Giấy,4,3,4,61989,105.811052,21.020681,anh97.jpg
3167,107,Ba Đình,4,2,5,115738,105.853361,21.035409,anh19.jpg
3168,303,Long Biên,6,4,5,324538,105.801676,20.99064,anh93.jpg
3169,204,Cầu Giấy,1,4,1,231911,105.778614,21.023647,anh25.jpg
3170,266,Đống Đa,1,1,2,215053,105.887814,20.999797,anh100.jpg
3171,96,Long Biên,3,4,5,102884,105.838116,21.02436,anh68.jpg
3172,246,Đống Đa,4,1,4,204595,105.847234,21.028332,anh54.jpg
3173,68,Tây Hồ,4,1,4,62397,105.86232,21.003587,anh49.jpg
3174,315,Đống Đa,5,3,1,288693,105.938645,20.981676,anh72.jpg
3175,225,Thanh Xuân,2,4,2,252864,105.919154,21.036202,anh3.jpg
3176,102,Tây Hồ,4,4,2,85770,105.918191,21.036682,anh34.jpg
3177,126,Đống Đa,5,2,5,102466,105.807785,21.006057,anh1.jpg
3178,394,Hoàn Kiếm,2,4,5,420597,105.751695,20.992731,anh58.jpg
3179,387,Long Biên,2,2,3,352651,105.91246,21.01142,anh92.jpg
3180,365,Hoàn Kiếm,3,1,2,365301,105.805553,20.983636,anh8.jpg
3181,331,Hai Bà Trưng,6,2,5,391249,105.940405,20.983548,anh17.jpg
3182,377,Hoàn Kiếm,6,3,5,416920,105.801532,21.029511,anh56.jpg
3183,172,Hai Bà Trưng,3,2,5,174935,105.845541,20.997442,anh79.jpg
3184,164,Thanh Xuân,2,3,1,136300,105.860216,20.989743,anh39.jpg
3185,300,Hai Bà Trưng,5,1,5,251288,105.795089,21.001653,anh83.jpg
3186,264,Ba Đình,2,4,2,242466,105.83604,21.009383,anh45.jpg
3187,230,Thanh Xuân,2,3,4,241479,105.821246,20.995044,anh92.jpg
3188,108,Ba Đình,1,2,4,89611,105.836907,21.002217,anh18.jpg
3189,329,Hai Bà Trưng,4,1,1,328182,105.767235,20.985186,anh41.jpg
3190,177,Đống Đa,6,3,1,152687,105.77457,21.00698,anh69.jpg
3191,182,Tây Hồ,6,4,5,163517,105.780667,21.010602,anh9.jpg
3192,171,Long Biên,4,2,3,167389,105.768314,21.01704,anh6.jpg
3193,212,Hoàn Kiếm,3,2,2,230018,105.913442,21.025277,anh54.jpg
3194,120,Cầu Giấy,6,3,5,106935,105.810002,21.041469,anh37.jpg
3195,341,Thanh Xuân,5,4,1,390506,105.766186,21.039032,anh34.jpg
3196,89,Cầu Giấy,1,2,5,102773,105.798455,21.022938,anh29.jpg
3197,227,Long Biên,6,1,2,254575,105.927764,20.998634,anh92.jpg
3198,83,Ba Đình,1,3,2,81974,105.888972,20.980151,anh43.jpg
3199,34,Ba Đình,2,3,1,36042,105.797822,21.025011,anh47.jpg
3200,319,Hai Bà Trưng,3,3,4,352147,105.857225,21.043828,anh92.jpg
3201,253,Cầu Giấy,5,2,1,213813,105.81119,21.034841,anh78.jpg
3202,56,Hoàn Kiếm,6,1,1,56828,105.759918,21.017761,anh89.jpg
3203,97,Thanh Xuân,5,1,3,87252,105.902078,21.013702,anh2.jpg
3204,316,Hoàn Kiếm,1,2,3,292658,105.880794,21.024527,anh95.jpg
3205,184,Tây Hồ,1,3,1,197241,105.82806,20.991542,anh7.jpg
3206,310,Đống Đa,2,2,5,261175,105.875288,20.982344,anh79.jpg
3207,170,Cầu Giấy,6,3,5,163917,105.878775,21.003805,anh25.jpg
3208,101,Cầu Giấy,6,1,5,85070,105.786664,21.022234,anh30.jpg
3209,282,Long Biên,4,3,5,276180,105.866771,21.012152,anh61.jpg
3210,132,Đống Đa,1,4,5,145208,105.853719,20.980621,anh65.jpg
3211,221,Ba Đình,3,4,4,261813,105.813726,21.044459,anh26.jpg
3212,61,Cầu Giấy,4,3,3,55078,105.908827,20.995661,anh92.jpg
3213,117,Cầu Giấy,2,2,1,121663,105.871805,21.015546,anh74.jpg
3214,145,Long Biên,3,4,3,136483,105.750968,21.020666,anh45.jpg
